time,Steps,Calories,Distance,Floors,Elevation,HeartRate,MinutesSedentary,MinutesLightlyActive,MinutesFairlyActive,MinutesVeryActive
01:31:00,0,1.05042,0,0,0,,1,0,0,0
01:32:00,0,1.05042,0,0,0,,1,0,0,0
01:33:00,0,1.05042,0,0,0,,1,0,0,0
01:34:00,0,1.05042,0,0,0,,1,0,0,0
01:35:00,0,1.05042,0,0,0,,1,0,0,0
01:36:00,0,1.05042,0,0,0,,1,0,0,0
01:37:00,0,1.05042,0,0,0,,1,0,0,0
01:38:00,0,1.05042,0,0,0,,1,0,0,0
01:39:00,0,1.05042,0,0,0,,1,0,0,0
01:40:00,0,1.05042,0,0,0,,1,0,0,0
01:41:00,0,1.05042,0,0,0,,1,0,0,0
01:42:00,0,1.05042,0,0,0,,1,0,0,0
01:43:00,0,1.05042,0,0,0,,1,0,0,0
01:44:00,0,1.05042,0,0,0,,1,0,0,0
01:45:00,0,1.05042,0,0,0,,1,0,0,0
01:46:00,0,1.05042,0,0,0,,1,0,0,0
01:47:00,0,1.05042,0,0,0,,1,0,0,0
01:48:00,0,1.05042,0,0,0,,1,0,0,0
01:49:00,0,1.05042,0,0,0,,1,0,0,0
01:50:00,0,1.05042,0,0,0,,1,0,0,0
01:51:00,0,1.05042,0,0,0,,1,0,0,0
01:52:00,0,1.05042,0,0,0,,1,0,0,0
01:53:00,0,1.05042,0,0,0,,1,0,0,0
01:54:00,0,1.05042,0,0,0,,1,0,0,0
01:55:00,0,1.05042,0,0,0,,1,0,0,0
01:56:00,0,1.05042,0,0,0,,1,0,0,0
01:57:00,0,1.05042,0,0,0,,1,0,0,0
01:58:00,0,1.05042,0,0,0,,1,0,0,0
01:59:00,0,1.05042,0,0,0,,1,0,0,0
02:00:00,0,1.05042,0,0,0,,1,0,0,0
02:01:00,0,1.05042,0,0,0,,1,0,0,0
02:02:00,0,1.05042,0,0,0,,1,0,0,0
02:03:00,0,1.05042,0,0,0,,1,0,0,0
02:04:00,0,1.05042,0,0,0,,1,0,0,0
02:05:00,0,1.05042,0,0,0,,1,0,0,0
02:06:00,0,1.05042,0,0,0,,1,0,0,0
02:07:00,0,1.05042,0,0,0,,1,0,0,0
02:08:00,0,1.05042,0,0,0,,1,0,0,0
02:09:00,0,1.05042,0,0,0,,1,0,0,0
02:10:00,0,1.05042,0,0,0,,1,0,0,0
02:11:00,0,1.05042,0,0,0,,1,0,0,0
02:12:00,0,1.05042,0,0,0,,1,0,0,0
02:13:00,0,1.05042,0,0,0,,1,0,0,0
02:14:00,0,1.05042,0,0,0,,1,0,0,0
02:15:00,0,1.05042,0,0,0,,1,0,0,0
02:16:00,0,1.05042,0,0,0,,1,0,0,0
02:17:00,0,1.05042,0,0,0,,1,0,0,0
02:18:00,0,1.05042,0,0,0,,1,0,0,0
02:19:00,0,1.05042,0,0,0,,1,0,0,0
02:20:00,0,1.05042,0,0,0,,1,0,0,0
02:21:00,0,1.05042,0,0,0,,1,0,0,0
02:22:00,0,1.05042,0,0,0,,1,0,0,0
02:23:00,0,1.05042,0,0,0,,1,0,0,0
02:24:00,0,1.05042,0,0,0,,1,0,0,0
02:25:00,0,1.05042,0,0,0,,1,0,0,0
02:26:00,0,1.05042,0,0,0,,1,0,0,0
02:27:00,0,1.05042,0,0,0,,1,0,0,0
02:28:00,0,1.05042,0,0,0,,1,0,0,0
02:29:00,0,1.05042,0,0,0,,1,0,0,0
02:30:00,0,1.05042,0,0,0,,1,0,0,0
02:31:00,0,1.05042,0,0,0,,1,0,0,0
02:32:00,0,1.05042,0,0,0,,1,0,0,0
02:33:00,0,1.05042,0,0,0,,1,0,0,0
02:34:00,0,1.05042,0,0,0,,1,0,0,0
02:35:00,0,1.05042,0,0,0,,1,0,0,0
02:36:00,0,1.05042,0,0,0,,1,0,0,0
02:37:00,0,1.05042,0,0,0,,1,0,0,0
02:38:00,0,1.05042,0,0,0,,1,0,0,0
02:39:00,0,1.05042,0,0,0,,1,0,0,0
02:40:00,0,1.05042,0,0,0,,1,0,0,0
02:41:00,0,1.05042,0,0,0,,1,0,0,0
02:42:00,0,1.05042,0,0,0,,1,0,0,0
02:43:00,0,1.05042,0,0,0,,1,0,0,0
02:44:00,0,1.05042,0,0,0,,1,0,0,0
02:45:00,0,1.05042,0,0,0,,1,0,0,0
02:46:00,0,1.05042,0,0,0,,1,0,0,0
02:47:00,0,1.05042,0,0,0,,1,0,0,0
02:48:00,0,1.05042,0,0,0,,1,0,0,0
02:49:00,0,1.05042,0,0,0,,1,0,0,0
02:50:00,0,1.05042,0,0,0,,1,0,0,0
02:51:00,0,1.05042,0,0,0,,1,0,0,0
02:52:00,0,1.05042,0,0,0,,1,0,0,0
02:53:00,0,1.05042,0,0,0,,1,0,0,0
02:54:00,0,1.05042,0,0,0,,1,0,0,0
02:55:00,0,1.05042,0,0,0,,1,0,0,0
02:56:00,0,1.05042,0,0,0,,1,0,0,0
02:57:00,0,1.05042,0,0,0,,1,0,0,0
02:58:00,0,1.05042,0,0,0,,1,0,0,0
02:59:00,0,1.05042,0,0,0,,1,0,0,0
03:00:00,0,1.05042,0,0,0,,1,0,0,0
03:01:00,0,1.05042,0,0,0,,1,0,0,0
03:02:00,0,1.05042,0,0,0,,1,0,0,0
03:03:00,0,1.05042,0,0,0,,1,0,0,0
03:04:00,0,1.05042,0,0,0,,1,0,0,0
03:05:00,0,1.05042,0,0,0,,1,0,0,0
03:06:00,0,1.05042,0,0,0,,1,0,0,0
03:07:00,0,1.05042,0,0,0,,1,0,0,0
03:08:00,0,1.05042,0,0,0,,1,0,0,0
03:09:00,0,1.05042,0,0,0,,1,0,0,0
03:10:00,0,1.05042,0,0,0,,1,0,0,0
03:11:00,0,1.05042,0,0,0,,1,0,0,0
03:12:00,0,1.05042,0,0,0,,1,0,0,0
03:13:00,0,1.05042,0,0,0,,1,0,0,0
03:14:00,0,1.05042,0,0,0,,1,0,0,0
03:15:00,0,1.05042,0,0,0,,1,0,0,0
03:16:00,0,1.05042,0,0,0,,1,0,0,0
03:17:00,0,1.05042,0,0,0,,1,0,0,0
03:18:00,0,1.05042,0,0,0,,1,0,0,0
03:19:00,0,1.05042,0,0,0,,1,0,0,0
03:20:00,0,1.05042,0,0,0,,1,0,0,0
03:21:00,0,1.05042,0,0,0,,1,0,0,0
03:22:00,0,1.05042,0,0,0,,1,0,0,0
03:23:00,0,1.05042,0,0,0,,1,0,0,0
03:24:00,0,1.05042,0,0,0,,1,0,0,0
03:25:00,0,1.05042,0,0,0,,1,0,0,0
03:26:00,0,1.05042,0,0,0,,1,0,0,0
03:27:00,0,1.05042,0,0,0,,1,0,0,0
03:28:00,0,1.05042,0,0,0,,1,0,0,0
03:29:00,0,1.05042,0,0,0,,1,0,0,0
03:30:00,0,1.05042,0,0,0,,1,0,0,0
03:31:00,0,1.05042,0,0,0,,1,0,0,0
03:32:00,0,1.05042,0,0,0,,1,0,0,0
03:33:00,0,1.05042,0,0,0,,1,0,0,0
03:34:00,0,1.05042,0,0,0,,1,0,0,0
03:35:00,0,1.05042,0,0,0,,1,0,0,0
03:36:00,0,1.05042,0,0,0,,1,0,0,0
03:37:00,0,1.05042,0,0,0,,1,0,0,0
03:38:00,0,1.05042,0,0,0,,1,0,0,0
03:39:00,0,1.05042,0,0,0,,1,0,0,0
03:40:00,0,1.05042,0,0,0,,1,0,0,0
03:41:00,0,1.05042,0,0,0,,1,0,0,0
03:42:00,0,1.05042,0,0,0,,1,0,0,0
03:43:00,0,1.05042,0,0,0,,1,0,0,0
03:44:00,0,1.05042,0,0,0,,1,0,0,0
03:45:00,0,1.05042,0,0,0,,1,0,0,0
03:46:00,0,1.05042,0,0,0,,1,0,0,0
03:47:00,0,1.05042,0,0,0,,1,0,0,0
03:48:00,0,1.05042,0,0,0,,1,0,0,0
03:49:00,0,1.05042,0,0,0,,1,0,0,0
03:50:00,0,1.05042,0,0,0,,1,0,0,0
03:51:00,0,1.05042,0,0,0,,1,0,0,0
03:52:00,0,1.05042,0,0,0,,1,0,0,0
03:53:00,0,1.05042,0,0,0,,1,0,0,0
03:54:00,0,1.05042,0,0,0,,1,0,0,0
03:55:00,0,1.05042,0,0,0,,1,0,0,0
03:56:00,0,1.05042,0,0,0,,1,0,0,0
03:57:00,0,1.05042,0,0,0,,1,0,0,0
03:58:00,0,1.05042,0,0,0,,1,0,0,0
03:59:00,0,1.05042,0,0,0,,1,0,0,0
04:00:00,0,1.05042,0,0,0,,1,0,0,0
04:01:00,0,1.05042,0,0,0,,1,0,0,0
04:02:00,0,1.05042,0,0,0,,1,0,0,0
04:03:00,0,1.05042,0,0,0,,1,0,0,0
04:04:00,0,1.05042,0,0,0,,1,0,0,0
04:05:00,0,1.05042,0,0,0,,1,0,0,0
04:06:00,0,1.05042,0,0,0,,1,0,0,0
04:07:00,0,1.05042,0,0,0,,1,0,0,0
04:08:00,0,1.05042,0,0,0,,1,0,0,0
04:09:00,0,1.05042,0,0,0,,1,0,0,0
04:10:00,0,1.05042,0,0,0,,1,0,0,0
04:11:00,0,1.05042,0,0,0,,1,0,0,0
04:12:00,0,1.05042,0,0,0,,1,0,0,0
04:13:00,0,1.05042,0,0,0,,1,0,0,0
04:14:00,0,1.05042,0,0,0,,1,0,0,0
04:15:00,0,1.05042,0,0,0,,1,0,0,0
04:16:00,0,1.05042,0,0,0,,1,0,0,0
04:17:00,0,1.05042,0,0,0,,1,0,0,0
04:18:00,0,1.05042,0,0,0,,1,0,0,0
04:19:00,0,1.05042,0,0,0,,1,0,0,0
04:20:00,0,1.05042,0,0,0,,1,0,0,0
04:21:00,0,1.05042,0,0,0,,1,0,0,0
04:22:00,0,1.05042,0,0,0,,1,0,0,0
04:23:00,0,1.05042,0,0,0,,1,0,0,0
04:24:00,0,1.05042,0,0,0,,1,0,0,0
04:25:00,0,1.05042,0,0,0,,1,0,0,0
04:26:00,0,1.05042,0,0,0,,1,0,0,0
04:27:00,0,1.05042,0,0,0,,1,0,0,0
04:28:00,0,1.05042,0,0,0,,1,0,0,0
04:29:00,0,1.05042,0,0,0,,1,0,0,0
04:30:00,0,1.05042,0,0,0,,1,0,0,0
04:31:00,0,1.05042,0,0,0,,1,0,0,0
04:32:00,0,1.05042,0,0,0,,1,0,0,0
04:33:00,0,1.05042,0,0,0,,1,0,0,0
04:34:00,0,1.05042,0,0,0,,1,0,0,0
04:35:00,0,1.05042,0,0,0,,1,0,0,0
04:36:00,0,1.05042,0,0,0,,1,0,0,0
04:37:00,0,1.05042,0,0,0,,1,0,0,0
04:38:00,0,1.05042,0,0,0,,1,0,0,0
04:39:00,0,1.05042,0,0,0,,1,0,0,0
04:40:00,0,1.05042,0,0,0,,1,0,0,0
04:41:00,0,1.05042,0,0,0,,1,0,0,0
04:42:00,0,1.05042,0,0,0,,1,0,0,0
04:43:00,0,1.05042,0,0,0,,1,0,0,0
04:44:00,0,1.05042,0,0,0,,1,0,0,0
04:45:00,0,1.05042,0,0,0,,1,0,0,0
04:46:00,0,1.05042,0,0,0,,1,0,0,0
04:47:00,0,1.05042,0,0,0,,1,0,0,0
04:48:00,0,1.05042,0,0,0,,1,0,0,0
04:49:00,0,1.05042,0,0,0,,1,0,0,0
04:50:00,0,1.05042,0,0,0,,1,0,0,0
04:51:00,0,1.05042,0,0,0,,1,0,0,0
04:52:00,0,1.05042,0,0,0,,1,0,0,0
04:53:00,0,1.05042,0,0,0,,1,0,0,0
04:54:00,0,1.05042,0,0,0,,1,0,0,0
04:55:00,0,1.05042,0,0,0,,1,0,0,0
04:56:00,0,1.05042,0,0,0,,1,0,0,0
04:57:00,0,1.05042,0,0,0,,1,0,0,0
04:58:00,0,1.05042,0,0,0,,1,0,0,0
04:59:00,0,1.05042,0,0,0,,1,0,0,0
05:00:00,0,1.05042,0,0,0,,1,0,0,0
05:01:00,0,1.05042,0,0,0,,1,0,0,0
05:02:00,0,1.05042,0,0,0,,1,0,0,0
05:03:00,0,1.05042,0,0,0,,1,0,0,0
05:04:00,0,1.05042,0,0,0,,1,0,0,0
05:05:00,0,1.05042,0,0,0,,1,0,0,0
05:06:00,0,1.05042,0,0,0,,1,0,0,0
05:07:00,0,1.05042,0,0,0,,1,0,0,0
05:08:00,0,1.05042,0,0,0,,1,0,0,0
05:09:00,0,1.05042,0,0,0,,1,0,0,0
05:10:00,0,1.05042,0,0,0,,1,0,0,0
05:11:00,0,1.05042,0,0,0,,1,0,0,0
05:12:00,0,1.05042,0,0,0,,1,0,0,0
05:13:00,0,1.05042,0,0,0,,1,0,0,0
05:14:00,0,1.05042,0,0,0,,1,0,0,0
05:15:00,0,1.05042,0,0,0,,1,0,0,0
05:16:00,0,1.05042,0,0,0,,1,0,0,0
05:17:00,0,1.05042,0,0,0,,1,0,0,0
05:18:00,0,1.05042,0,0,0,,1,0,0,0
05:19:00,0,1.05042,0,0,0,,1,0,0,0
05:20:00,0,1.05042,0,0,0,,1,0,0,0
05:21:00,0,1.05042,0,0,0,,1,0,0,0
05:22:00,0,1.05042,0,0,0,,1,0,0,0
05:23:00,0,1.05042,0,0,0,,1,0,0,0
05:24:00,0,1.05042,0,0,0,,1,0,0,0
05:25:00,0,1.05042,0,0,0,,1,0,0,0
05:26:00,0,1.05042,0,0,0,,1,0,0,0
05:27:00,0,1.05042,0,0,0,,1,0,0,0
05:28:00,0,1.05042,0,0,0,,1,0,0,0
05:29:00,0,1.05042,0,0,0,,1,0,0,0
05:30:00,0,1.05042,0,0,0,,1,0,0,0
05:31:00,0,1.05042,0,0,0,,1,0,0,0
05:32:00,0,1.05042,0,0,0,,1,0,0,0
05:33:00,0,1.05042,0,0,0,,1,0,0,0
05:34:00,0,1.05042,0,0,0,,1,0,0,0
05:35:00,0,1.05042,0,0,0,,1,0,0,0
05:36:00,0,1.05042,0,0,0,,1,0,0,0
05:37:00,0,1.05042,0,0,0,,1,0,0,0
05:38:00,0,1.05042,0,0,0,,1,0,0,0
05:39:00,0,1.05042,0,0,0,,1,0,0,0
05:40:00,0,1.05042,0,0,0,,1,0,0,0
05:41:00,0,1.05042,0,0,0,,1,0,0,0
05:42:00,0,1.05042,0,0,0,,1,0,0,0
05:43:00,0,1.05042,0,0,0,,1,0,0,0
05:44:00,0,1.05042,0,0,0,,1,0,0,0
05:45:00,0,1.05042,0,0,0,,1,0,0,0
05:46:00,0,1.05042,0,0,0,,1,0,0,0
05:47:00,0,1.05042,0,0,0,,1,0,0,0
05:48:00,0,1.05042,0,0,0,,1,0,0,0
05:49:00,0,1.05042,0,0,0,,1,0,0,0
05:50:00,0,1.05042,0,0,0,,1,0,0,0
05:51:00,0,1.05042,0,0,0,,1,0,0,0
05:52:00,0,1.05042,0,0,0,,1,0,0,0
05:53:00,0,1.05042,0,0,0,,1,0,0,0
05:54:00,0,1.05042,0,0,0,,1,0,0,0
05:55:00,0,1.05042,0,0,0,,1,0,0,0
05:56:00,0,1.05042,0,0,0,,1,0,0,0
05:57:00,0,1.05042,0,0,0,,1,0,0,0
05:58:00,0,1.05042,0,0,0,,1,0,0,0
05:59:00,0,1.05042,0,0,0,,1,0,0,0
06:00:00,0,1.05042,0,0,0,,1,0,0,0
06:01:00,0,1.05042,0,0,0,,1,0,0,0
06:02:00,0,1.05042,0,0,0,,1,0,0,0
06:03:00,0,1.05042,0,0,0,,1,0,0,0
06:04:00,0,1.05042,0,0,0,,1,0,0,0
06:05:00,0,1.05042,0,0,0,,1,0,0,0
06:06:00,0,1.05042,0,0,0,,1,0,0,0
06:07:00,0,1.05042,0,0,0,,1,0,0,0
06:08:00,0,1.05042,0,0,0,,1,0,0,0
06:09:00,0,1.05042,0,0,0,,1,0,0,0
06:10:00,0,1.05042,0,0,0,,1,0,0,0
06:11:00,0,1.05042,0,0,0,,1,0,0,0
06:12:00,0,1.05042,0,0,0,,1,0,0,0
06:13:00,0,1.05042,0,0,0,,1,0,0,0
06:14:00,0,1.05042,0,0,0,,1,0,0,0
06:15:00,0,1.05042,0,0,0,,1,0,0,0
06:16:00,0,1.05042,0,0,0,,1,0,0,0
06:17:00,0,1.05042,0,0,0,,1,0,0,0
06:18:00,0,1.05042,0,0,0,,1,0,0,0
06:19:00,0,1.05042,0,0,0,,1,0,0,0
06:20:00,0,1.05042,0,0,0,,1,0,0,0
06:21:00,0,1.05042,0,0,0,,1,0,0,0
06:22:00,0,1.05042,0,0,0,,1,0,0,0
06:23:00,0,1.05042,0,0,0,,1,0,0,0
06:24:00,0,1.05042,0,0,0,,1,0,0,0
06:25:00,0,1.05042,0,0,0,,1,0,0,0
06:26:00,0,1.05042,0,0,0,,1,0,0,0
06:27:00,0,1.05042,0,0,0,,1,0,0,0
06:28:00,0,1.05042,0,0,0,,1,0,0,0
06:29:00,0,1.05042,0,0,0,,1,0,0,0
06:30:00,0,1.05042,0,0,0,,1,0,0,0
06:31:00,0,1.05042,0,0,0,,1,0,0,0
06:32:00,0,1.05042,0,0,0,,1,0,0,0
06:33:00,0,1.05042,0,0,0,,1,0,0,0
06:34:00,0,1.05042,0,0,0,,1,0,0,0
06:35:00,0,1.05042,0,0,0,,1,0,0,0
06:36:00,0,1.05042,0,0,0,,1,0,0,0
06:37:00,0,1.05042,0,0,0,,1,0,0,0
06:38:00,0,1.05042,0,0,0,,1,0,0,0
06:39:00,0,1.05042,0,0,0,,1,0,0,0
06:40:00,0,1.05042,0,0,0,,1,0,0,0
06:41:00,0,1.05042,0,0,0,,1,0,0,0
06:42:00,0,1.05042,0,0,0,,1,0,0,0
06:43:00,0,1.05042,0,0,0,,1,0,0,0
06:44:00,0,1.05042,0,0,0,,1,0,0,0
06:45:00,0,1.05042,0,0,0,,1,0,0,0
06:46:00,0,1.05042,0,0,0,,1,0,0,0
06:47:00,0,1.05042,0,0,0,,1,0,0,0
06:48:00,0,1.05042,0,0,0,,1,0,0,0
06:49:00,0,1.05042,0,0,0,,1,0,0,0
06:50:00,0,1.05042,0,0,0,,1,0,0,0
06:51:00,0,1.05042,0,0,0,,1,0,0,0
06:52:00,0,1.05042,0,0,0,,1,0,0,0
06:53:00,0,1.05042,0,0,0,,1,0,0,0
06:54:00,0,1.05042,0,0,0,,1,0,0,0
06:55:00,0,1.05042,0,0,0,,1,0,0,0
06:56:00,0,1.05042,0,0,0,,1,0,0,0
06:57:00,0,1.05042,0,0,0,,1,0,0,0
06:58:00,0,1.05042,0,0,0,,1,0,0,0
06:59:00,0,1.05042,0,0,0,,1,0,0,0
07:00:00,0,1.05042,0,0,0,,1,0,0,0
07:01:00,0,1.05042,0,0,0,,1,0,0,0
07:02:00,0,1.05042,0,0,0,,1,0,0,0
07:03:00,0,1.05042,0,0,0,,1,0,0,0
07:04:00,0,1.05042,0,0,0,,1,0,0,0
07:05:00,0,1.05042,0,0,0,,1,0,0,0
07:06:00,0,1.05042,0,0,0,,1,0,0,0
07:07:00,0,1.05042,0,0,0,,1,0,0,0
07:08:00,0,1.05042,0,0,0,,1,0,0,0
07:09:00,0,1.05042,0,0,0,,1,0,0,0
07:10:00,0,1.05042,0,0,0,,1,0,0,0
07:11:00,0,1.05042,0,0,0,,1,0,0,0
07:12:00,0,1.05042,0,0,0,,1,0,0,0
07:13:00,0,1.05042,0,0,0,,1,0,0,0
07:14:00,0,1.05042,0,0,0,,1,0,0,0
07:15:00,0,1.05042,0,0,0,,1,0,0,0
07:16:00,0,1.05042,0,0,0,,1,0,0,0
07:17:00,0,1.05042,0,0,0,,1,0,0,0
07:18:00,0,1.05042,0,0,0,,1,0,0,0
07:19:00,0,1.05042,0,0,0,,1,0,0,0
07:20:00,0,1.05042,0,0,0,,1,0,0,0
07:21:00,0,1.05042,0,0,0,,1,0,0,0
07:22:00,0,1.05042,0,0,0,,1,0,0,0
07:23:00,0,1.05042,0,0,0,,1,0,0,0
07:24:00,0,1.05042,0,0,0,,1,0,0,0
07:25:00,0,1.05042,0,0,0,,1,0,0,0
07:26:00,0,1.05042,0,0,0,,1,0,0,0
07:27:00,0,1.05042,0,0,0,,1,0,0,0
07:28:00,0,1.05042,0,0,0,,1,0,0,0
07:29:00,0,1.05042,0,0,0,,1,0,0,0
07:30:00,0,1.05042,0,0,0,,1,0,0,0
07:31:00,0,1.05042,0,0,0,,1,0,0,0
07:32:00,0,1.05042,0,0,0,,1,0,0,0
07:33:00,0,1.05042,0,0,0,,1,0,0,0
07:34:00,0,1.05042,0,0,0,,1,0,0,0
07:35:00,0,1.05042,0,0,0,,1,0,0,0
07:36:00,0,1.05042,0,0,0,,1,0,0,0
07:37:00,0,1.05042,0,0,0,,1,0,0,0
07:38:00,0,1.05042,0,0,0,,1,0,0,0
07:39:00,0,1.05042,0,0,0,,1,0,0,0
07:40:00,0,1.05042,0,0,0,,1,0,0,0
07:41:00,0,1.05042,0,0,0,,1,0,0,0
07:42:00,0,1.05042,0,0,0,,1,0,0,0
07:43:00,0,1.05042,0,0,0,,1,0,0,0
07:44:00,0,1.05042,0,0,0,,1,0,0,0
07:45:00,0,1.05042,0,0,0,,1,0,0,0
07:46:00,0,1.05042,0,0,0,,1,0,0,0
07:47:00,0,1.05042,0,0,0,,1,0,0,0
07:48:00,0,1.05042,0,0,0,,1,0,0,0
07:49:00,0,1.05042,0,0,0,,1,0,0,0
07:50:00,0,1.05042,0,0,0,,1,0,0,0
07:51:00,0,1.05042,0,0,0,,1,0,0,0
07:52:00,0,1.05042,0,0,0,,1,0,0,0
07:53:00,0,1.05042,0,0,0,,1,0,0,0
07:54:00,0,1.05042,0,0,0,,1,0,0,0
07:55:00,0,1.05042,0,0,0,,1,0,0,0
07:56:00,0,1.05042,0,0,0,,1,0,0,0
07:57:00,0,1.05042,0,0,0,,1,0,0,0
07:58:00,0,1.05042,0,0,0,,1,0,0,0
07:59:00,0,1.05042,0,0,0,,1,0,0,0
08:00:00,0,1.05042,0,0,0,,1,0,0,0
08:01:00,0,1.05042,0,0,0,,1,0,0,0
08:02:00,0,1.05042,0,0,0,,1,0,0,0
08:03:00,0,1.05042,0,0,0,,1,0,0,0
08:04:00,0,1.05042,0,0,0,,1,0,0,0
08:05:00,0,1.05042,0,0,0,,1,0,0,0
08:06:00,0,1.05042,0,0,0,,1,0,0,0
08:07:00,0,1.05042,0,0,0,,1,0,0,0
08:08:00,0,1.05042,0,0,0,,1,0,0,0
08:09:00,0,1.05042,0,0,0,,1,0,0,0
08:10:00,0,1.05042,0,0,0,,1,0,0,0
08:11:00,0,1.05042,0,0,0,,1,0,0,0
08:12:00,0,1.05042,0,0,0,,1,0,0,0
08:13:00,0,1.05042,0,0,0,,1,0,0,0
08:14:00,0,1.05042,0,0,0,,1,0,0,0
